station_name,station_canton,area_type_de,station_type_de,year,NO2,SO2,TSP,NOx,O3,PM10,Cd im SN,Pb im SN,Staubniederschlag (SN),Tl im SN,Zn im SN,Ammoniak,EC / Russ,Benzol,Cd in PM10,CO,Partikelanzahl,Pb in PM10,PM1,PM2.5,Toluol,NMVOC
Evionnaz,VS,Ländlich,Hintergrund,2011,18.5,,,12.5,52.1,,0.14,11.3,67.4,,38.9,,,,,,,,,,,
Evionnaz,VS,Ländlich,Hintergrund,1990,24.2,5.8,,19.4,53,,,,,,,,,,,,,,,,,
Les-Giettes,VS,Ländlich,Hintergrund,1991,6.6,1.4,12.3,3.8,77.1,,0.76,5.8,88.7,,124.8,,,,,0.31,,,,,,
Les-Giettes,VS,Ländlich,Hintergrund,1992,5.3,1.9,13.8,3.2,68.7,,1.1,5.5,80,,82,,,,,0.21,,,,,,
Les-Giettes,VS,Ländlich,Hintergrund,1993,5.7,1.9,15.3,3.8,65.7,,0.6,7.3,64,,40,,,,,0.38,,,,,,
Les-Giettes,VS,Ländlich,Hintergrund,1994,5.1,1.8,13.9,3.4,72,,0.5,4,70,,41,,,,,0.48,,,,,,
Les-Giettes,VS,Ländlich,Hintergrund,1995,5.4,2.9,13.4,3.7,70.6,,0.3,2.9,63,,44,,,,,0.42,,,,,,
Les-Giettes,VS,Ländlich,Hintergrund,1996,8.1,4,14.3,5.3,67.5,,0.27,3.8,116,,74.9,,,,,0.36,,,,,,
Les-Giettes,VS,Ländlich,Hintergrund,1997,7.2,3.1,12.4,4.8,65.8,,0.3,6.7,80,,44,,,,,0.33,,,,,,
Les-Giettes,VS,Ländlich,Hintergrund,1998,6.5,2.5,,4.7,72,,0.1,3.9,64,,38,,,,0.07,0.41,,15,,,,
Les-Giettes,VS,Ländlich,Hintergrund,1999,6.1,2.8,,4.3,68.8,10.4,0.2,4.3,72,,47,,,,0.1,0.46,,19,,,,
Les-Giettes,VS,Ländlich,Hintergrund,2000,5.4,2.6,,3.8,65.3,10.4,0.2,8.6,68,,57,,,,0.2,0.33,,16,,,,
Les-Giettes,VS,Ländlich,Hintergrund,2001,6.5,2.3,,4.4,63.7,11.7,0.29,3.7,73.7,,51.8,,,,0.2,0.34,,5,,,,
Les-Giettes,VS,Ländlich,Hintergrund,2002,5.5,2.6,,4.2,66.5,11.5,0.1,4.4,90.9,,49.2,,,,0.13,0.2,,3,,,,
Les-Giettes,VS,Ländlich,Hintergrund,2003,4.4,2,,3.8,71.7,12.5,0.09,3,86.1,,44,,,,0.19,0.33,,4,,,,
Les-Giettes,VS,Ländlich,Hintergrund,2004,5.6,3.3,,4.1,61.9,11.3,0.56,5.4,110.5,,46.6,,,,0.11,0.23,,3,,,,
Les-Giettes,VS,Ländlich,Hintergrund,2005,8.7,3.5,,5.5,63.1,10.3,0.16,6.2,58.5,,34.4,,,,0.07,0.28,,4,,,,
Les-Giettes,VS,Ländlich,Hintergrund,2006,6.9,2.9,,4.7,65.3,10.8,0.23,3.7,84.4,,71.1,,,,0.05,0.2,,8,,,,
Les-Giettes,VS,Ländlich,Hintergrund,2007,7.3,2.5,,5.2,57.6,9.4,0.06,4.7,110.5,,65.1,,,,0.04,0.23,,6,,,,
Les-Giettes,VS,Ländlich,Hintergrund,2008,6.6,,,4.5,64.2,10.3,0.05,14,94.1,,22.1,,,,0.09,0.21,,7,,,,
Les-Giettes,VS,Ländlich,Hintergrund,2009,6.6,,,4.5,65.8,9.1,0.05,11.3,101.8,,53.7,,,,0.12,,,8,,,,
Les-Giettes,VS,Ländlich,Hintergrund,2010,7.2,,,4.7,65.5,10,0.29,11,112,,79.6,,,,,,,,,,,
Les-Giettes,VS,Ländlich,Hintergrund,2011,5.5,,,3.7,66,9.6,0.16,7.8,58,,21.5,,,,,,,,,,,
Les-Giettes,VS,Ländlich,Hintergrund,2012,5.9,,,4.1,66.1,9.7,0.11,11.4,92.5,,89.4,,,,,,,,,,,
Les-Giettes,VS,Ländlich,Hintergrund,2013,4.5,,,3,68,8.1,0.1,6,76,,37,,,,0.1,,,6,,,,
Les-Giettes,VS,Ländlich,Hintergrund,2014,3.9,,,2.7,64.9,7,0.14,2.6,117.3,,38.8,,,,0.06,,,5,,,,
Les-Giettes,VS,Ländlich,Hintergrund,2015,3.4,,,2.6,69.3,7.5,0.05,1.8,99.2,,23.6,,,,0.04,,,2,,,,
Les-Giettes,VS,Ländlich,Hintergrund,1990,6.3,1.5,,3.5,85.7,,,,,,,,,,,0.35,,,,,,
Massongex,VS,Ländlich,Industrie,2008,21.4,4.9,,16.6,42.4,22,0.08,15.8,86.8,,35.9,,,1.5,0.11,0.59,,6,,,3.2,
Massongex,VS,Ländlich,Industrie,2009,20.3,3.3,,15.1,46.9,22.7,0.12,13,128.9,,72.1,,1.9,1.8,0.2,0.37,,14,,,4,
Massongex,VS,Ländlich,Industrie,2010,20.6,2.8,,15.2,46.4,22,0.33,11.3,105.8,,43.8,,1.8,1.2,0.4,0.37,,13,,,4.9,
Massongex,VS,Ländlich,Industrie,2011,21.1,3,,17,44.6,25.2,0.13,8.8,130.4,,38.1,,1.6,0.8,0.12,0.37,,8,,,5.7,
Massongex,VS,Ländlich,Industrie,2012,19.6,3.9,,14.6,49.3,18.4,0.06,10.8,96.7,,41.5,,1.2,0.8,0.11,0.36,,9,,,5,
Massongex,VS,Ländlich,Industrie,2013,17.7,3.5,,14.3,47.8,18.5,0.1,6,78,,70,,1.4,1,0.2,0.35,,6,,,4.8,
Massongex,VS,Ländlich,Industrie,2014,15.3,3.7,,12.4,47.8,16.7,0.05,3.2,99,,26.2,,1,0.7,0.1,0.3,,8,,,4,
Massongex,VS,Ländlich,Industrie,2015,16.7,3.4,,13.7,48.3,17.6,0.09,21.7,86.6,,33.5,,0.6,0.7,0.08,0.33,,4,,,3.7,
Massongex,VS,Ländlich,Industrie,1991,36.1,2.9,40.7,22.3,39.5,,2.4,13.7,154.7,,137.9,,,,,0.54,,,,,,
Massongex,VS,Ländlich,Industrie,1992,26,3.3,35.1,22.7,45.4,,1.61,12.2,148,,118,,,,,0.58,,,,,,
Massongex,VS,Ländlich,Industrie,1993,21.3,2.7,35,20.8,42.9,,0.7,18.2,128,,76,,,,,0.58,,,,,,
Massongex,VS,Ländlich,Industrie,1994,19.8,3.6,33.2,18.8,44.4,,0.4,7.9,152,,73,,,,,0.66,,,,,,
Massongex,VS,Ländlich,Industrie,1995,18.9,4.6,27.3,17.8,46.9,,0.3,5.1,81,,61,,,,,0.61,,,,,,
Massongex,VS,Ländlich,Industrie,1996,20.2,5.8,34.9,19.2,43.5,,0.3,4.6,85,,89.8,,,,,0.59,,,,,,
Massongex,VS,Ländlich,Industrie,1997,21.8,4.4,28.2,21.4,39.6,,0.3,5.5,72,,69,,,,,0.69,,,,,,
Massongex,VS,Ländlich,Industrie,1998,21.9,4,,19.9,49.1,,0.2,4.7,105,,75,,,,0.2,0.58,,45,,,,
Massongex,VS,Ländlich,Industrie,1999,18.7,4.1,,17.4,46.1,21.7,0.3,4.5,96,,68,,,,0.3,0.94,,77,,,,
Massongex,VS,Ländlich,Industrie,2000,18.6,4.9,,17.4,45.2,21.6,0.2,6,180,,87,,,,0.2,1.02,,38,,,,
Massongex,VS,Ländlich,Industrie,2001,17.5,4.4,,16.4,45.8,23.7,0.28,4.6,111.5,,77.5,,,,0.3,0.96,,12,,,,
Massongex,VS,Ländlich,Industrie,2002,17.7,4.9,,17.2,41.6,23.1,0.18,5.5,117.9,,86.1,,,,0.29,0.84,,10,,,,
Massongex,VS,Ländlich,Industrie,2003,19.7,3.9,,17.6,47.8,27.8,0.12,4.2,94,,75.3,,,,0.31,0.93,,10,,,,
Massongex,VS,Ländlich,Industrie,2004,20.1,7.6,,18.3,41.6,26.1,0.32,6.7,97.8,,54.2,,,,0.24,0.84,,10,,,,
Massongex,VS,Ländlich,Industrie,2005,23.7,6.5,,18.3,42.9,25.7,0.26,4.4,65.5,,34.4,,,,0.17,0.98,,6,,,,
Massongex,VS,Ländlich,Industrie,2006,22.7,5.3,,18.6,43.9,27.4,0.13,6.4,81.1,,40.7,,,,0.12,0.96,,11,,,,
Massongex,VS,Ländlich,Industrie,2007,21.5,5.3,,17.5,38,21.6,0.07,2.9,120.5,,46.8,,,,0.1,0.82,,9,,,,
Massongex,VS,Ländlich,Industrie,1990,27.9,5.5,,23.6,44.8,,,,,,,,,,,0.55,,,,,,
Montana,VS,Ländlich,Hintergrund,2015,11.7,,,8.1,71.7,9.1,0.04,1.6,97.3,,24.1,,,,0.36,,,2,,,,
Saxon,VS,Ländlich,Hintergrund,1991,20.4,4.4,31.5,29.8,45.5,,1.97,6.5,173.2,,114.6,,,,,,,,,,,
Saxon,VS,Ländlich,Hintergrund,1992,20.3,3.4,29,30.7,45.7,,0.61,7.2,140,,157,,,,,,,,,,,
Saxon,VS,Ländlich,Hintergrund,1993,19.4,3.5,30.6,26,41.9,,0.4,6.9,118,,52,,,,,,,,,,,
Saxon,VS,Ländlich,Hintergrund,1994,18.6,3,25.8,23.8,43.3,,0.2,4.3,105,,61,,,,,,,,,,,
Saxon,VS,Ländlich,Hintergrund,1995,20.4,3.9,21.2,22.5,47.1,,0.2,3.1,94,,60,,,,,,,,,,,
Saxon,VS,Ländlich,Hintergrund,1996,22.1,4.1,23.7,23.4,47.4,,0.39,4.8,120,,76.3,,,,,,,,,,,
Saxon,VS,Ländlich,Hintergrund,1997,23.1,4.2,25,27.6,39.9,,0.2,6.1,124,,65,,,,,,,,,,,
Saxon,VS,Ländlich,Hintergrund,1998,23.2,3.4,,24.7,48.3,,0.1,3.6,132,,64,,,,0.33,,,57,,,,
Saxon,VS,Ländlich,Hintergrund,1999,21.3,4.1,,21.5,46.7,20.5,0.1,3.7,91,,60,,,,0.3,,,105,,,,
Saxon,VS,Ländlich,Hintergrund,2000,21.3,3.4,,22.4,46.8,21.6,0.3,6.7,142,,125,,,,0.3,,,48,,,,
Saxon,VS,Ländlich,Hintergrund,2001,18.3,3.8,,18.2,46.8,22.8,0.19,6.8,93.5,,76.3,,,,0.4,,,13,,,,
Saxon,VS,Ländlich,Hintergrund,2002,18.6,4,,19.9,46.7,23.1,0.11,5.9,99.6,,66.9,,,,0.4,,,10,,,,
Saxon,VS,Ländlich,Hintergrund,2003,19.3,3.6,,19.2,52.4,24.6,0.08,5.6,176,,71.5,,,,0.31,,,10,,,,
Saxon,VS,Ländlich,Hintergrund,2004,19.5,8.3,,20.1,46.2,23.7,0.15,4.4,125.2,,75.3,,,,0.23,,,10,,,,
Saxon,VS,Ländlich,Hintergrund,2005,23.8,7.8,,21.4,47.2,24.4,0.23,6.5,59,,40.6,,,,0.17,,,5,,,,
Saxon,VS,Ländlich,Hintergrund,2006,23.6,4.6,,21.8,45.5,24.3,0.21,11.8,81.9,,68.1,,,,0.11,,,11,,,,
Saxon,VS,Ländlich,Hintergrund,2007,20.4,4.6,,19.4,43.5,19.9,0.11,3.8,156.9,,122.6,,,,0.1,,,9,,,,
Saxon,VS,Ländlich,Hintergrund,2008,19.8,,,17.5,46.3,20.5,0.08,14.5,79.4,,98.4,,,,0.1,,,6,,,,
Saxon,VS,Ländlich,Hintergrund,2010,19.2,,,14.8,48.8,19.9,0.23,9.6,87.2,,116.3,,,,0.26,,,9,,,,
Saxon,VS,Ländlich,Hintergrund,2011,19.3,,,18.2,46.2,23.7,0.08,11.3,132.7,,87.7,,,,0.03,,,3,,,,
Saxon,VS,Ländlich,Hintergrund,2012,19.3,,,16.5,47.7,17,0.06,10.5,67.3,,63.8,,,,0.08,,,7,,,,
Saxon,VS,Ländlich,Hintergrund,2013,17.9,,,16,49.3,16.8,0.1,6,61,,89,,,,0.1,,,4,,,,
Saxon,VS,Ländlich,Hintergrund,2014,15.6,,,14.4,48.9,14.6,0.05,3.2,111.4,,56.1,,,,0.09,,,8,,,,
Saxon,VS,Ländlich,Hintergrund,2015,18.7,,,18,48.8,16.3,0.04,5.2,92.8,,47.2,,,,0.09,,,4,,,,
Saxon,VS,Ländlich,Hintergrund,2009,20.1,,,16,46.8,18,,,,,,,,,0.15,,,8,,,,
Saxon,VS,Ländlich,Hintergrund,1990,23.2,5.2,,32.7,44.2,,,,,,,,,,,,,,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,2011,38.1,,,40.9,41.3,20.7,,,,,,4.5,,,0.09,,,6,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,2012,35.2,,,35.2,41.6,19.7,,,,,,3.7,,,0.08,,,7,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,2013,35.3,,,37.4,41.1,20.7,,,,,,3.7,,,0.07,,,6,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,2014,32.6,,,34.1,41.2,16.8,,,,,,4.4,,,0.04,,,6,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,1988,33.2,8,43.1,38.9,38.2,,1.4,35.8,99.8,,113.5,,,,,,,,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,1989,54.8,5.3,51.1,76.5,31.7,,0.72,45.3,110.2,,178.3,,,,,,,,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,1990,44.7,4.9,41.5,67.1,30,,0.83,43.8,112.7,0.05,148.8,,,,,,,,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,1991,42.3,7,46.8,63.5,32,,0.63,40.3,107.9,0.05,153,,,,,0.83,,,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,1993,35.3,4.2,37.5,55,32.3,,0.38,28.5,81.7,0.03,111.5,,,,,0.8,,,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,1994,35.5,3.8,35.4,55.5,31,,0.21,21.9,81.5,0.03,86.8,,,,,0.8,,,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,1995,37.3,3.4,34.1,52.6,35.7,,0.22,13.7,58.3,0.03,54.5,,,,,0.7,,,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,1996,35.8,3.2,32.3,49.4,36.6,,0.13,12.5,46.6,0.012,46.2,,,,,0.7,,,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,1997,35.6,3,,52.5,33.2,25.8,0.12,9.9,38.9,0.005,43,,,,0.38,0.6,,62,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,1998,37.7,3.2,,49.5,39.8,24.2,0.18,9,44.5,0.007,65,,,,0.38,0.7,,49,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,1999,35.5,3.2,,44.8,38.4,23.1,0.17,7.8,47.8,0.011,47.3,,,,0.32,0.6,,34,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,2000,35.6,,,47,38,23.7,,,,,,,,,0.34,0.6,,23,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,2001,33.1,,,41.3,36.7,23.3,,,,,,,,,0.33,0.5,,13,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,2002,33.2,,,42,38,24.6,,,,,,,,,0.29,0.6,,14,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,2003,35.9,,,39.8,44.7,25.4,,,,,,,,,0.25,0.5,,13,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,2004,34.6,,,41.8,41.7,24,,,,,,,,,0.17,0.5,,11,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,2005,36.6,,,41.2,41,26,,,,,,,,,0.16,0.5,,12,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,2006,37.9,,,44.1,40.3,25.9,,,,,,,,,0.16,0.5,,11,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,2007,34.8,,,39.6,38.8,22.2,,,,,,,,,0.12,0.4,,8,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,2008,34.8,,,37.8,40,20.9,,,,,,,,,0.1,0.4,,7,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,2009,36.4,,,37.5,40.6,21.3,,,,,,,,,0.09,,,8,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,2010,35,,,34.7,42.1,18.7,,,,,,,,,0.09,,,6,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,2015,34,,,36,43,19,,,,,,,,,0.05,,,6,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,1992,40.2,4.8,41.6,63,28.2,,,,,,,,,,,0.92,,,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,1984,24.2,8.3,46.3,22.4,56.3,,,,106.3,,,,,,,,,,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,1985,35.6,9.1,50.4,36.3,47.4,,,,71.7,,,,,,,,,,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,1986,29.9,8,45.2,30.3,62.7,,,,66.9,,,,,,,,,,,,,
Sion-Aéroport-A9,VS,Ländlich,Verkehr,1987,39,9.8,43,38.5,34.2,,,,,,,,,,,,,,,,,
Sion,VS,Städtisch,Verkehr,2008,32.6,4.2,,31.9,42.7,20.5,0.08,18.4,128.5,,68.1,,,1.6,0.14,0.77,,8,,,6.9,
Sion,VS,Städtisch,Verkehr,2009,32.9,4.2,,30.4,43.8,24,0.09,36.2,152.8,,86.5,,,2.9,0.18,0.53,,11,,,8.6,
Sion,VS,Städtisch,Verkehr,2010,31.2,3.3,,27.1,44.9,22.4,0.25,12.2,121,,62,,,1.8,0.25,0.46,,9,,,5.9,
Sion,VS,Städtisch,Verkehr,2011,32.5,2.7,,30.5,45.5,24.2,0.1,10.8,102.4,,64.4,,,1.4,0.21,0.44,,8,,,7.2,
Sion,VS,Städtisch,Verkehr,2012,30,3.2,,27.3,45.7,19.5,0.05,14.1,112.9,,61.4,,,1.3,0.1,0.4,,11,,,6.2,
Sion,VS,Städtisch,Verkehr,2013,29.2,2.6,,27.8,45.8,21,0.1,13,183,,72,,,1.3,0.2,0.42,,7,,,5.8,
Sion,VS,Städtisch,Verkehr,2014,25.6,2.9,,22.5,43.2,15.4,0.05,6.1,134.4,,74.8,,,1.1,0.09,0.39,,7,,,5.1,
Sion,VS,Städtisch,Verkehr,2015,25.1,2.8,,21.6,49.5,16.1,0.04,6.1,121.2,,155.6,,,0.7,0.08,0.35,,4,,,3.8,
Sion,VS,Städtisch,Verkehr,1991,57.2,5.6,52,64.1,33.4,,1.15,73.1,280.4,,188.2,,,,,1.41,,,,,,
Sion,VS,Städtisch,Verkehr,1992,40.3,6.4,60.6,69.4,37.2,,0.63,42.3,257,,134,,,,,1.5,,,,,,
Sion,VS,Städtisch,Verkehr,1993,39.1,5,55.5,57.6,33,,0.7,26.1,258,,126,,,,,1.3,,,,,,
Sion,VS,Städtisch,Verkehr,1994,38.2,4.9,39.4,53.9,35.3,,0.5,25.8,264,,132,,,,,1.25,,,,,,
Sion,VS,Städtisch,Verkehr,1995,39.5,6.4,31.7,52.2,38.5,,0.4,18.8,175,,107,,,,,0.99,,,,,,
Sion,VS,Städtisch,Verkehr,1996,38.6,6.7,56.9,51.9,34.7,,0.24,17.7,172,,123.8,,,,,0.9,,,,,,
Sion,VS,Städtisch,Verkehr,1997,42.5,5.5,44.4,56.7,32.1,,0.4,17.3,160,,116,,,,,0.93,,,,,,
Sion,VS,Städtisch,Verkehr,1998,43.4,6.1,,52.6,40,,0.2,15.3,176,,100,,,,0.28,0.85,,109,,,,
Sion,VS,Städtisch,Verkehr,1999,37.9,5,,46.6,36.8,26,0.3,17,170,,106,,,,0.3,0.73,,181,,,,
Sion,VS,Städtisch,Verkehr,2000,37.2,4.3,,47,37,25.6,0.22,16.9,192,,154,,,,0.2,0.62,,54,,,,
Sion,VS,Städtisch,Verkehr,2001,33.3,5.2,,40,38.8,25.6,0.17,7.5,168,,92,,,,0.3,0.62,,13,,,,
Sion,VS,Städtisch,Verkehr,2002,31.9,4.7,,41.7,38.9,25.3,0.12,9.7,194.1,,82.3,,,,0.32,0.62,,11,,,,
Sion,VS,Städtisch,Verkehr,2003,32.5,4.2,,35.6,45.3,25.9,0.16,10.7,109.2,,71.8,,,,0.31,0.47,,10,,,,
Sion,VS,Städtisch,Verkehr,2004,34.5,6.8,,39,40.7,24.1,0.22,8,111.8,,75.5,,,,0.2,0.6,,11,,,,
Sion,VS,Städtisch,Verkehr,2005,37.2,7,,35.8,42.6,26.6,0.19,8.7,112.4,,60.3,,,,0.22,0.63,,11,,,,
Sion,VS,Städtisch,Verkehr,2006,39.5,5.3,,39.4,41.7,26.9,0.11,8.4,113.4,,90.2,,,,0.14,0.65,,15,,,,
Sion,VS,Städtisch,Verkehr,2007,32.7,5.3,,33,40.9,21.3,0.12,5.4,182.8,,108.3,,,,0.1,0.7,,10,,,,
Sion,VS,Städtisch,Verkehr,1990,58.5,8.7,,67.3,31.6,,,,,,,,,,,1.41,,,,,,
Turtmann,VS,Ländlich,Hintergrund,1991,24.3,4.9,,30.3,35.9,,0.66,8.8,160.3,,104.3,,,,,0.49,,,,,,
Turtmann,VS,Ländlich,Hintergrund,1992,19.6,3.7,,22.9,42.7,,1.34,5.8,76,,51,,,,,0.6,,,,,,
Turtmann,VS,Ländlich,Hintergrund,1993,18.8,4.3,,21.1,47.3,,0.5,4.6,81,,46,,,,,0.5,,,,,,
Turtmann,VS,Ländlich,Hintergrund,1994,17.6,4.1,,19.4,50.3,,0.4,3.2,84,,48,,,,,0.74,,,,,,
Turtmann,VS,Ländlich,Hintergrund,1995,17.9,4.2,,18.5,51.9,,0.4,2.9,79,,52,,,,,0.51,,,,,,
Turtmann,VS,Ländlich,Hintergrund,1996,17.1,4.5,,16.9,55.8,,0.23,2.4,78,,43.5,,,,,0.42,,,,,,
Turtmann,VS,Ländlich,Hintergrund,1997,19.8,4.4,,19.6,50.9,,0.2,3.3,86,,50,,,,,0.53,,,,,,
Turtmann,VS,Ländlich,Hintergrund,1998,21.9,4.3,,21.3,55.4,,0.1,2.7,77,,44,,,,,0.83,,,,,,
Turtmann,VS,Ländlich,Hintergrund,1999,18,4.2,,18.1,53,,0.1,2.2,93,,54,,,,,0.5,,,,,,
Turtmann,VS,Ländlich,Hintergrund,2000,18.2,4.5,,18.1,52,,0.4,6.8,95,,80,,,,,0.5,,,,,,
Turtmann,VS,Ländlich,Hintergrund,2001,16.3,4.1,,16.5,53.1,,0.1,2.5,78.9,,49,,,,,0.63,,,,,,
Turtmann,VS,Ländlich,Hintergrund,2002,17.5,4.5,,17.6,52,,0.11,5.4,60.5,,33.4,,,,,0.48,,,,,,
Turtmann,VS,Ländlich,Hintergrund,2003,20.2,4,,18.1,56.7,,0.09,6.6,71,,40.7,,,,,0.54,,,,,,
Turtmann,VS,Ländlich,Hintergrund,2004,21.7,4.7,,21.3,50.4,,0.09,17.5,124.7,,50.2,,,,,0.51,,,,,,
Turtmann,VS,Ländlich,Hintergrund,2005,26.2,4.8,,23.1,51.1,,0.15,4.9,68,,29.7,,,,,0.6,,,,,,
Turtmann,VS,Ländlich,Hintergrund,2006,27.6,4.4,,29.2,52.1,,0.12,2.9,42,,23.2,,,,,0.45,,,,,,
Turtmann,VS,Ländlich,Hintergrund,2007,19.6,4,,18,46.2,,0.09,6.4,168.3,,56.5,,,,,0.43,,,,,,
Turtmann,VS,Ländlich,Hintergrund,2008,18.1,,,15.5,50.7,,0.04,13.2,49.6,,45.3,,,,,0.39,,,,,,
Turtmann,VS,Ländlich,Hintergrund,2009,19.4,,,15.8,51.9,,0.05,11.6,79.8,,51,,,,,,,,,,,
Turtmann,VS,Ländlich,Hintergrund,2010,18.2,,,13.8,51.5,,0.25,20.4,164.7,,331.2,,,,,,,,,,,
Turtmann,VS,Ländlich,Hintergrund,2011,20.3,,,18.4,49.8,,0.09,9.8,103,,57,,,,,,,,,,,
Inwil-Baar,ZG,Vorstädtisch,Hintergrund,1989,47.2,,38,,,,,,,,,,,,,,,,,,,
Inwil-Baar,ZG,Vorstädtisch,Hintergrund,1990,33.9,,35,,,,,,,,,,,,,,,,,,,
Inwil-Baar,ZG,Vorstädtisch,Hintergrund,1991,38,,37,,,,,,,,,,,,,,,,,,,
Inwil-Baar,ZG,Vorstädtisch,Hintergrund,1992,30.8,,30,,,,,,,,,,,,,,,,,,,
Inwil-Baar,ZG,Vorstädtisch,Hintergrund,1993,30.8,,19,,,,,,,,,,,,,,,,,,,
Inwil-Baar,ZG,Vorstädtisch,Hintergrund,1994,23.6,,24,,,,,,,,,,,,,,,,,,,
Inwil-Baar,ZG,Vorstädtisch,Hintergrund,1995,23.6,,24,,,,,,,,,,,,,,,,,,,
Inwil-Baar,ZG,Vorstädtisch,Hintergrund,1996,25.7,,26,,,,,,,,,,,,,,,,,,,
Inwil-Baar,ZG,Vorstädtisch,Hintergrund,1997,22.6,,25,,,,,,,,,,,,,,,,,,,
Inwil-Baar,ZG,Vorstädtisch,Hintergrund,1998,21.6,,,,,,,,,,,,,,,,,,,,,
Zugerberg,ZG,Ländlich,Hintergrund,2000,,,,,68.1,,,,,,,2.7,,,,,,,,,,
Zugerberg,ZG,Ländlich,Hintergrund,2001,,,,,76,,,,,,,1.7,,,,,,,,,,
Zugerberg,ZG,Ländlich,Hintergrund,2002,,,,,92.1,,,,,,,1.6,,,,,,,,,,
Zugerberg,ZG,Ländlich,Hintergrund,2003,,,,,74.8,,,,,,,2.3,,,,,,,,,,
Zugerberg,ZG,Ländlich,Hintergrund,2004,,,,,60.3,,,,,,,1.4,,,,,,,,,,
Zugerberg,ZG,Ländlich,Hintergrund,2005,,,,,69,,,,,,,1.6,,,,,,,,,,
Zugerberg,ZG,Ländlich,Hintergrund,2006,,,,,79,,,,,,,1.8,,,,,,,,,,
Zugerberg,ZG,Ländlich,Hintergrund,2007,,,,,73.7,,,,,,,1.9,,,,,,,,,,
Zugerberg,ZG,Ländlich,Hintergrund,2008,,,,,67.6,,,,,,,1.8,,,,,,,,,,
Zugerberg,ZG,Ländlich,Hintergrund,2009,,,,,75.2,,,,,,,1.8,,,,,,,,,,
Zugerberg,ZG,Ländlich,Hintergrund,2010,,,,,75,,,,,,,1.6,,,,,,,,,,
Zugerberg,ZG,Ländlich,Hintergrund,2011,,,,,77,,,,,,,1.8,,,,,,,,,,
Zugerberg,ZG,Ländlich,Hintergrund,2012,,,,,74.7,,,,,,,1.6,,,,,,,,,,
Zugerberg,ZG,Ländlich,Hintergrund,2013,,,,,73.9,,,,,,,1.2,,,,,,,,,,
Zugerberg,ZG,Ländlich,Hintergrund,2014,,,,,72.5,,,,,,,1.4,,,,,,,,,,
Zugerberg,ZG,Ländlich,Hintergrund,2015,,,,,80,,,,,,,1.9,,,,,,,,,,
Zugerberg,ZG,Ländlich,Hintergrund,1997,,,,,72.8,,,,,,,,,,,,,,,,,
Zugerberg,ZG,Ländlich,Hintergrund,1998,,,,,79.7,,,,,,,,,,,,,,,,,
Zugerberg,ZG,Ländlich,Hintergrund,1999,,,,,76.5,,,,,,,,,,,,,,,,,
Zug,ZG,Städtisch,Verkehr,2000,34.9,,,40.4,,24,,,,,,,,4.8,,,,,,,13.4,
Zug,ZG,Städtisch,Verkehr,2002,33.1,,,37.6,37.6,25.7,,,,,,,,5.4,,,,,,,16.8,
Zug,ZG,Städtisch,Verkehr,2003,35.8,,,39.2,44,29.4,,,,,,,,3.2,,,,,,,9.6,
Zug,ZG,Städtisch,Verkehr,2004,33.8,,,35.2,40.2,23.2,,,,,,,,2.5,,,,,,,7.1,
Zug,ZG,Städtisch,Verkehr,2005,34.2,,,33.8,41.3,23.3,,,,,,,,3.2,,,,,,,8.2,
Zug,ZG,Städtisch,Verkehr,2006,35,,,34.4,41.3,25.4,,,,,,,,3.4,,,,,,,9,
Zug,ZG,Städtisch,Verkehr,2007,32.2,,,31.1,39.6,20.4,,,,,,,,2.7,,,,,,,8.2,
